107,107,107,107,107,107,107,107,107,131,131,131,131,131,131,107,107,107,107,107,107,107,107,107,107,107,107,107,107,170,107,107,107,169,167,107,171,107,166,107,167,170,107,107,168,169,107,167,107,166,168,107,107,168,168,107,131,131,131,131,107,107,107,107,107,107,107,107,107,169,107,107,107,107,166,167,107,107,107,107,107,107,107,166,107,167,170,168,166,168,107,107,107,167,166,166,107,168,107,107,107,107,107,107,107,166,107,107,131,131,131,131,131,107,107,107,169,107,107,167,166,166,167,107,107,107,107,107,
107,107,107,107,107,107,107,107,107,107,131,131,131,131,131,131,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,168,168,107,107,107,166,167,107,107,107,107,107,168,107,107,107,107,166,107,167,170,107,107,168,107,131,131,131,107,107,107,107,107,107,107,107,107,107,168,166,107,107,107,107,107,107,166,107,107,107,166,167,107,107,107,168,107,168,168,168,168,169,107,166,107,170,167,107,107,169,167,107,171,107,107,107,131,131,131,131,131,107,107,107,107,168,166,107,107,107,107,107,107,166,107,107,
107,107,107,107,107,107,107,167,107,107,107,131,131,131,131,131,131,107,107,107,107,107,107,107,107,107,107,107,107,107,167,167,166,107,107,168,107,107,107,107,107,107,107,166,107,107,107,107,166,167,107,107,107,107,107,168,107,131,131,131,131,131,107,107,107,107,107,107,107,107,168,107,107,168,168,168,169,107,166,107,168,107,107,107,107,169,107,167,166,166,168,107,169,168,168,107,107,166,167,107,168,168,107,107,107,107,107,107,131,131,131,131,131,107,107,107,107,168,107,107,168,168,168,169,107,166,107,107,
107,169,107,107,107,107,166,167,107,107,107,107,131,131,131,131,131,107,107,107,107,107,107,107,169,107,107,107,107,166,167,107,107,107,107,170,107,107,107,169,167,107,171,107,107,107,168,107,107,107,107,107,107,107,166,107,107,107,131,131,131,131,107,107,107,107,107,107,169,107,167,107,166,168,107,107,168,168,107,107,170,107,107,107,169,167,107,171,107,166,107,167,170,168,166,168,107,107,107,167,166,166,107,107,107,107,107,131,131,131,131,131,107,107,107,169,107,167,107,166,168,107,107,168,168,107,107,107,
107,107,168,166,107,107,107,107,107,107,166,107,107,131,131,131,131,131,107,107,107,107,107,107,107,168,166,107,107,107,107,107,107,166,107,107,107,107,168,168,107,167,107,107,107,107,170,107,107,107,169,167,107,171,107,107,107,107,131,131,131,131,131,107,107,107,107,107,107,107,107,107,166,107,167,170,107,107,168,107,107,107,107,168,168,107,107,107,166,167,107,107,107,168,107,168,168,168,168,169,107,166,107,107,107,107,107,131,131,131,131,131,107,107,107,107,107,107,107,166,107,167,170,107,107,168,107,107,
107,107,168,107,107,168,168,168,169,107,166,107,107,131,131,131,131,131,107,107,107,107,107,107,107,168,107,107,168,168,168,169,107,166,107,169,107,167,166,107,166,167,107,107,107,107,107,107,107,168,168,107,167,107,107,107,107,107,107,131,131,131,131,107,107,107,107,107,107,107,107,166,167,107,107,107,107,107,168,107,107,107,167,166,167,107,168,107,107,107,107,169,107,167,166,166,168,107,107,168,168,107,107,107,107,107,131,131,131,131,131,131,107,107,107,107,107,107,166,167,107,107,107,107,107,168,107,107,
169,107,167,107,166,168,107,107,168,168,107,107,107,107,131,131,131,131,131,107,107,107,107,169,107,167,107,166,168,107,107,168,168,107,107,107,168,166,107,107,107,107,107,107,166,107,169,107,167,166,107,166,167,107,107,107,107,107,107,107,131,131,131,131,107,107,107,107,107,168,107,107,107,107,107,107,107,166,169,107,107,107,107,166,167,107,170,107,107,107,169,167,107,171,107,166,107,167,170,107,107,168,107,107,107,107,131,131,131,131,131,107,107,107,107,107,168,107,107,107,107,107,107,107,166,107,107,107,
107,107,107,107,166,107,167,170,107,107,168,107,107,107,107,131,131,131,131,131,107,107,107,107,107,107,107,166,107,167,170,107,107,168,107,107,168,107,107,168,168,168,169,107,166,107,107,168,166,107,107,107,107,107,107,166,107,107,107,107,131,131,131,131,131,107,107,107,107,170,107,107,107,169,167,107,171,107,107,168,166,107,107,107,107,107,107,166,107,168,168,107,107,107,166,167,107,107,107,107,107,168,107,107,107,131,131,131,131,131,131,107,107,107,107,107,170,107,167,107,169,167,107,171,107,107,107,107,
107,107,107,166,167,107,107,107,107,107,168,107,107,107,107,107,131,131,131,131,107,107,107,107,107,107,166,167,107,107,107,107,107,168,169,107,167,107,166,168,107,107,168,168,107,107,107,168,107,107,168,168,168,169,107,166,107,107,107,107,107,131,131,131,131,131,107,107,107,107,107,107,168,168,107,107,107,107,107,168,107,107,168,168,168,169,107,166,167,166,107,107,168,107,107,107,107,107,107,107,166,107,107,107,107,131,131,131,131,131,107,107,169,107,107,107,107,166,167,168,168,107,107,107,107,107,107,107,
107,168,107,107,107,107,107,107,107,166,107,107,107,107,107,107,107,131,131,131,131,107,107,107,168,107,107,107,107,107,107,107,166,107,107,107,107,107,166,107,167,170,107,107,168,169,107,167,107,166,168,107,107,168,168,107,107,107,107,107,107,107,131,131,131,131,131,131,107,107,107,167,166,107,107,107,107,169,107,167,107,166,168,107,107,168,168,107,107,107,107,107,170,107,107,107,169,167,107,171,107,107,107,107,131,131,131,131,131,131,107,107,107,168,166,107,107,107,167,166,107,166,107,107,107,107,107,107,
107,170,107,107,107,169,167,107,171,107,107,107,167,107,107,107,107,131,131,131,131,131,107,107,170,107,107,107,169,167,107,171,107,107,107,107,107,166,167,107,107,107,107,107,168,107,107,107,107,166,107,167,170,107,107,168,107,107,107,107,167,107,107,107,131,131,131,131,131,131,107,107,107,107,107,107,107,107,107,107,107,166,107,167,170,107,107,168,107,107,107,107,107,107,107,168,168,107,107,107,107,107,107,131,131,131,131,131,131,107,107,107,107,168,107,107,168,168,168,169,107,166,107,107,167,107,107,107,
107,107,107,107,168,168,169,107,107,107,107,166,167,107,107,107,107,107,131,131,131,131,107,107,107,107,107,168,168,107,107,107,107,107,107,168,107,107,107,107,107,107,107,166,107,107,107,107,166,167,107,107,107,107,169,168,107,107,107,166,167,107,107,107,107,107,131,131,131,131,107,107,107,107,107,107,107,107,107,107,166,167,107,107,107,107,107,168,107,107,107,107,107,107,167,166,107,107,107,107,107,107,107,131,131,131,131,131,107,107,107,169,107,167,107,166,168,107,169,168,168,107,107,166,167,107,107,107,
107,107,107,167,166,107,107,168,166,107,107,107,107,107,107,166,107,107,107,131,131,131,131,107,107,107,167,166,107,107,107,107,107,107,107,170,107,107,107,169,167,107,171,107,107,107,168,107,107,107,107,107,107,107,166,168,166,107,107,107,107,107,107,166,107,107,107,131,131,131,131,107,107,107,107,107,107,107,168,107,107,107,107,107,107,107,166,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,131,131,131,131,131,131,107,107,107,107,107,107,107,166,107,167,170,168,166,168,107,107,107,107,107,166,
107,107,107,107,107,107,107,168,107,107,168,168,168,169,107,166,107,107,107,107,131,131,131,131,107,107,107,107,107,107,107,107,107,107,107,107,107,107,168,168,107,107,167,107,107,107,170,107,107,107,169,167,107,171,107,168,107,107,168,168,168,169,107,166,107,107,107,107,131,131,131,131,107,107,107,107,107,107,170,107,107,107,169,167,107,171,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,131,131,131,131,131,107,107,107,107,107,107,107,166,167,107,107,107,168,107,168,168,168,168,169,107,166,
107,107,107,107,107,169,107,167,107,166,168,107,107,168,168,107,107,107,107,107,131,131,131,131,107,107,107,107,107,107,107,107,107,107,107,107,169,167,166,107,107,166,167,107,107,107,107,107,107,168,168,107,107,169,107,167,107,166,168,107,107,168,168,107,107,107,107,107,107,131,131,131,131,107,107,107,107,107,107,107,107,168,168,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,131,131,131,131,131,107,107,107,107,107,107,168,107,107,107,107,169,107,167,166,166,168,107,107,168,168,107,
107,107,107,107,107,107,107,107,107,166,107,167,170,107,107,168,107,107,107,107,107,131,131,131,131,107,107,107,107,107,107,107,107,107,107,107,107,168,166,107,107,107,107,107,107,166,107,107,167,166,107,107,107,107,107,107,107,166,107,167,170,107,107,168,107,107,107,107,107,107,131,131,131,131,107,107,107,107,107,107,167,166,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,131,131,131,131,131,107,107,107,107,107,107,170,107,107,107,169,167,107,171,107,166,107,167,170,107,107,168,
107,107,107,107,107,107,107,107,166,167,107,107,107,107,107,168,107,107,107,107,107,131,131,131,131,131,107,107,107,107,107,107,107,107,107,107,107,168,107,107,168,168,168,169,107,166,107,107,107,107,107,107,107,107,107,107,166,167,107,107,107,107,107,168,107,107,107,107,107,107,107,131,131,131,131,131,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,131,131,131,131,131,107,107,107,107,107,107,107,107,107,107,168,168,107,107,107,166,167,107,107,107,107,107,168,
107,107,107,107,107,107,168,107,107,107,107,107,107,107,166,107,107,107,107,107,107,131,131,131,131,131,107,107,107,107,107,107,107,107,107,169,107,167,107,166,168,107,107,168,168,107,107,107,107,107,107,107,107,107,168,107,107,107,107,107,107,107,166,107,107,107,107,107,107,107,107,107,131,131,131,131,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,131,131,131,131,107,107,107,107,107,107,107,107,107,107,167,166,107,107,168,107,107,107,107,107,107,107,166,107,
107,107,107,107,107,107,170,107,107,107,169,167,107,171,107,107,107,107,107,107,107,107,131,131,131,131,107,107,107,107,107,107,107,107,107,107,107,107,107,166,107,167,170,107,107,168,107,107,107,107,107,107,107,107,170,107,107,107,169,167,107,171,107,107,107,107,107,107,107,107,107,107,107,131,131,131,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,131,131,131,131,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,170,107,107,107,169,167,107,171,107,107,
107,107,107,107,107,107,107,107,107,168,168,107,107,107,107,107,107,107,107,107,107,107,131,131,131,131,131,107,107,107,107,107,107,107,107,107,107,107,166,167,107,107,107,107,107,168,107,107,107,107,107,107,107,107,107,107,107,168,168,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,131,131,131,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,131,131,131,131,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,168,168,107,107,107,107,107,
107,107,107,107,107,107,107,107,167,166,107,107,107,107,107,107,107,107,107,107,107,107,131,131,131,131,131,107,107,107,107,107,107,107,107,107,168,107,107,107,107,107,107,107,166,107,107,107,107,107,107,107,107,107,107,107,167,166,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,131,131,131,131,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,131,131,131,131,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,167,166,107,107,107,107,107,107,
107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,131,131,131,131,107,107,107,107,107,107,107,107,107,170,107,107,107,169,167,107,171,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,131,131,131,131,131,131,131,131,131,131,131,107,107,107,107,107,107,107,107,107,131,131,131,131,131,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,
107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,131,131,131,131,107,107,107,107,107,107,107,107,107,107,107,107,168,168,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,
107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,131,131,131,131,107,107,107,107,107,107,107,107,107,107,107,167,166,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,
107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,131,131,131,131,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,
107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,131,131,131,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107

[layer]
type=fringe
data=
0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,70,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,101,101,101,102,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,100,101,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,101,101,101,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,130,0,0,0,71,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,100,101,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,101,102,0,0,0,70,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,100,72,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,101,101,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,132,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,101,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,132,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,100,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,101,102,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,41,161,161,161,161,161,161,161,161,40,161,161,161,42,0,0,0,0,0,0,0,0,0,0,0,0,71,102,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,100,72,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,130,0,0,0,0,41,161,161,162,0,0,0,0,0,0,0,0,0,0,0,0,160,161,161,161,161,42,0,0,0,0,0,0,0,0,71,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,72,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,130,0,0,0,41,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,42,0,0,0,0,0,0,0,0,71,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,72,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,132,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,160,42,0,0,0,0,0,0,0,0,71,101,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,72,0,0,0,0,0,0,0,41,162,0,0,0,70,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,70,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,132,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,71,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,101,72,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,71,101,102,0,0,0,70,0,0,0,0,0,0,0,0,100,101,101,72,0,0,0,0,0,0,0,0,0,41,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,160,40,42,0,0,0,0,0,0,0,0,0,0,0,71,102,0,0,0,0,0,0,0,0,100,101,101,72,0,0,0,0,0,0,0,0,0,0,41,161,162,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
